Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
85,1.237440333535437,0.3269727570243911,0.26479952819941477,0.6252349776374025,-0.25190300217797135,-0.7965062888543505,0.04089703847985135,-0.12304702728958014,-0.045366567958170956,-0.2505722258554638,0.39369355920673077,0.4577027788021799,0.2881862313716834,-0.24548140135811036,0.9685482651353565,0.47623273625418705,-0.036358065595635855,-0.2642905542885503,-0.1824957197513744,-0.07679877636561912,-0.27046248492033614,-0.7789208381983977,0.12065809058410966,0.15119753966360022,0.20242847990050522,0.10334670442873749,-0.01937197687770599,0.026411740558728462,2.69,1
128,0.9863172359245074,0.39592705945450735,0.3364546218439243,0.5616713444771134,-0.09991814240517949,-0.7697578453980511,0.13441956901691066,-0.12500593015062827,-0.0008138316202669152,-0.25078809316017714,-0.4326601055425169,-0.03281171333430108,0.014593546170092009,-0.12673769507953694,1.1858648016686097,0.3954004941586418,-0.09646154145674385,-0.2539251209160058,0.02484880314964677,-0.0716088746213494,-0.25148115282982497,-0.730203391042339,0.13329592528446962,-0.04784150362334083,-0.14895977273997793,0.09031767430074229,0.03464382971157171,0.07619817791994682,2.303503328849022,1
414,-2.124270550567304,1.8684238805486542,-1.5089335017760468,3.8237794925408752,-0.5135324857052945,-1.4076407646191091,-2.398831668976458,1.3073149172633456,-2.6234843109279447,-2.641371718225141,3.0308092055845495,-2.7315365822124438,-0.5455239487731594,-4.079864191071562,0.4261140624826838,-1.0557154096261958,-2.681802343681066,-0.032390026152748386,0.3846284953422173,0.11634435072318261,0.4748974787854892,-0.07641129081419351,-0.43399652244106757,0.3214054238819752,0.053817126053512576,0.1734462638671972,0.24622760013739253,-0.13410327675889303,0.06791790320596003,1
0,1.191857111,0.266150712,0.166480113,0.448154078,0.060017649,-0.082360809,-0.078802983,0.085101655,-0.255425128,-0.166974414,1.612726661,1.065235311,0.489095016,-0.143772296,0.635558093,0.463917041,-0.114804663,-0.18336127,-0.145783041,-0.069083135,-0.225775248,-0.638671953,0.101288021,-0.339846476,0.167170404,0.125894532,-0.008983099,0.014724169,2.69,1
508,-0.13985069603413391,0.9861202305835967,-0.4434598566189662,1.98537424465519,-0.4221498892261646,-1.208048441072588,-0.9359756303305015,0.41683734101990233,-1.0756442914161195,-1.259338595051665,1.2230439654798975,-0.9538950854889008,-0.0208183371645968,-1.8691506170923966,0.8103152992589853,-0.1579588012325483,-1.1165590549332103,-0.19675068978169072,0.04332117016694226,0.004787420125642122,0.02793007961066818,-0.5131061694614941,-0.10443650490411582,0.3341511789197223,0.15198401294966052,0.1270597863825193,0.08873120859922591,-0.03725993631221895,0.7849880778400625,1
375,-0.837689399,0.777697548,1.841251908,3.056891684,0.303627257,0.615334509,0.531503581,-0.081955234,-0.522526744,1.149724997,-0.692305561,-0.219451806,-0.064181949,-0.473905555,0.119392546,-1.014120008,0.596687496,-0.637465522,0.826731026,0.03200224,-0.070068506,0.556788018,0.217680954,0.100721259,-0.332478928,0.252525567,0.138864823,-0.085151907,29.18,0
232,-0.6024811528340592,0.9479848279096913,-0.13228939370152837,1.2151680056884593,0.44181216392420614,-0.2239764161194388,-0.506592040389567,0.494287709720176,-0.8730700462181851,-0.8877111678903792,-0.2773234608159518,-1.472659011767822,-0.63697201821494,-0.9219949934380371,1.1786873669314792,-0.24822497528658188,-1.0906293005116448,-0.08594218664799182,0.675222360983731,0.004483832754920716,0.054278625639541056,-0.2836455120601909,-0.023590762705773177,-0.8867708742629381,-0.9828791891324711,0.10443439851693118,0.24007857871816082,0.12435745496701842,0.7094904812170741,1
478,-1.913376415557756,-1.257808321368282,1.4371458231840712,1.1635450925520978,1.14962448716649,-0.9773036454415092,0.62124623785127,-0.11523234038668531,-0.20212354105219743,-0.6976474367976973,-0.44855638242518675,-0.4623843897153995,-0.4827652495738255,-0.687680476845721,0.7809651957945143,-0.03571124496073419,0.26893254999509836,0.3857123003474314,-0.5064485552482554,0.9159886699305295,0.34363882968028836,0.3531506549480513,0.5030503699450753,0.0690472006711329,0.3392693940855547,-0.3101709489776875,-0.1735315949085654,-0.05053172299872778,246.920115244437,1
110,-0.591932651,0.111272819,0.699125647,-1.536074033,1.193207731,0.648895579,0.796705658,0.016903734,0.78966393,-1.246227697,0.555349938,1.089023808,0.361765706,-0.021520083,1.4338612,-2.627094752,1.176812113,-2.157671584,-0.567089195,-0.176300299,0.205963553,1.216194827,0.093395635,-0.900310153,-0.42396647,-0.607856583,0.017704584,-0.07674551,13.95,0
111,-0.820860222,1.02256699,1.996560362,1.180140793,0.232463912,-0.123952548,0.684370854,-0.008256437,-0.572410303,-0.40486721,-0.212180192,0.551737263,0.372832935,-0.119547733,0.060785635,-1.23971373,0.648088501,-0.904013395,0.405413726,0.005163633,0.000169258,0.183382417,-0.299915115,0.43180637,0.456705485,-0.213298199,-0.033160782,0.088371992,9.99,0
488,0.98616805,-0.550922523,1.140933942,0.757901246,-1.038890353,0.476782189,-0.837096215,0.43322797,0.896974542,-0.095754309,0.91986112,0.386846382,-1.608431051,0.140629064,-0.070362595,0.148191954,-0.057058615,0.014333358,-0.115601753,-0.106759546,0.003399917,-0.001183739,0.01765166,0.026666461,0.078602037,0.328055506,0.008762268,0.020131489,64.99,0
132,-1.571359311,1.687508027,0.734670438,1.293349597,-0.217531663,-0.002677468,0.147364181,0.515361979,-0.372441613,0.078020678,-0.592494907,0.99794101,1.109328386,0.060047623,0.086140796,-1.149892674,0.765198254,-0.810588623,0.737550436,-0.093613532,0.048549314,0.377255527,-0.030435512,0.117608128,-0.060520077,-0.29654988,-0.481570297,-0.167897497,10.0,0
282,-0.35646619,0.725417515,1.971748889,0.831342715,0.369681435,-0.107776263,0.751609904,-0.12016626,-0.420674968,-0.059943219,-0.508270232,0.425506043,0.414309244,-0.698375267,-1.465348651,-0.119008625,-0.144735013,-1.332221249,-1.547440493,-0.13360212,0.02080379,0.424311755,-0.015989129,0.466754445,-0.809962007,0.657334415,-0.043150186,-0.046401395,0.0,0
1,-1.358354062,-1.340163075,1.773209343,0.379779593,-0.503198133,1.800499381,0.791460956,0.247675787,-1.514654323,0.207642865,0.624501459,0.066083685,0.717292731,-0.165945923,2.345864949,-2.890083194,1.109969379,-0.121359313,-2.261857095,0.524979725,0.247998153,0.771679402,0.909412262,-0.689280956,-0.327641834,-0.139096572,-0.055352794,-0.059751841,378.66,0
302,1.073785316,-0.170037328,0.790655939,1.128604515,-0.585960036,0.070807492,-0.414937486,0.057948562,0.503324119,-0.036917094,-1.177600068,-0.026488327,0.450775651,-0.089796442,1.463998327,0.925483308,-1.017179509,0.606265451,-0.414612132,0.086693078,0.100286633,0.147604017,-0.184878263,-0.460810919,0.423908825,-0.318167878,0.046110889,0.046843274,90.0,0
505,-0.19538114676509766,1.0108099247792135,-0.47327523647539027,2.0368187370130224,-0.4247070682222625,-1.2136336763057771,-0.9769110478002245,0.4417557679655184,-1.1189578340349198,-1.2980123273667448,1.2736310518615728,-1.0036392126329754,-0.03550128797620522,-1.931013494003091,0.7995641128097846,-0.18308091891188816,-1.1603595970056102,-0.19215134972121617,0.05287204699447806,0.007909141884317836,0.04043766518109343,-0.5008860420586201,-0.11365865427685351,0.333794511695024,0.14923698768494856,0.1283578292320008,0.09313846424658095,-0.039969924489877615,0.7649221477838798,1
