Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
403,-0.6755598699861769,0.43672909416802436,1.4160770286018096,0.1656014076543203,0.93022147462051,-0.610429826784376,0.73210147467124,-0.08193798661335955,-0.13731005953991765,-0.46581587263739754,-0.7743734015668022,-0.5482570524423882,-1.2816513091199857,0.24373922527791217,0.16466163634485098,-0.4583479069483438,-0.11613210286732384,-0.6135229372745143,-0.6977177958356586,-0.09953423905840854,0.01716022059447278,0.11413826869666799,-0.15485124224225386,-0.05567725926932021,-0.05772090477207836,-0.3204104297585789,-0.01968305685713273,-0.036023735422813064,0.9974787160409223,1
529,-1.9914332729169175,-2.406640011365691,2.4225182721411302,1.077410783946204,2.4082694045859454,0.563369785392899,-2.027229051477712,0.7657642568881861,0.926198427465018,-0.31948850046051674,-0.01799659380118577,0.9131310593330507,0.3119132097818712,-0.8217953271651464,0.6426253615006935,-1.9238628968993645,1.4342483518526195,-1.8664533243030625,-0.607435023706652,0.5993545676833154,0.4014632959921489,1.147020841497433,0.278321881228114,-0.8355012626246028,-0.22335646397797998,0.8393781389504519,-0.13231003238209327,-0.17846914327194327,1.4825674198830876,1
556,0.8825944411663018,0.5315253652983032,0.10551083867895761,1.0381611326665139,-0.3750662586217852,-1.1052112314133025,-0.1822591021869604,-0.041969027771606715,-0.2781409316815986,-0.5472649665749594,0.2916176976350835,-0.0379896636303485,0.24952903908515423,-0.7301107418893085,1.0082697217321135,0.30459798912851954,-0.31008889920482696,-0.28143526945396063,-0.13253275213643123,-0.052690759680865756,-0.20236374794274026,-0.7381072215792195,0.06536477811399577,0.34071825454564025,0.20256315622510587,0.10315978950044638,0.007583351059422927,0.012637267791920426,1.1544486591839136,1
473,-1.1216916519368696,0.615528734650945,1.2724187320514844,0.7163215079971788,0.7581751767948168,-0.9745129627867097,0.4011528559787072,0.05996838250630754,-0.5097002452678905,-0.8821461538179138,0.03658201333814359,-0.7727665465957458,-1.3677911953290258,-0.43831592072571457,-0.18834933965395217,-0.7170511349300263,-0.41257755675714636,-0.6751203033124856,-0.969529306894204,-0.08398737906528367,0.12941929084600967,0.23711788968548547,-0.2869541481194568,0.37626611084860395,0.3426373720725078,-0.3654963899580715,-0.053311363418102,-0.1282146536254257,0.8601268164179238,1
241,-0.26846034194416624,-0.9971097578359838,1.2188798538286907,0.7646509521431599,1.1587660969846993,0.22714821119806278,-1.008021189643949,0.4067886310305248,0.300004717502579,-0.24092131152995278,0.8489426286684963,0.9923649607000095,0.40607599255386395,-0.4647827679247817,0.6606095105000088,-0.6590532398125808,0.6251843458096102,-0.9752239972208011,-0.36467176004480156,0.24653665334970326,0.07074471743940855,0.20028859093483986,0.19119558805307804,-0.5764569886652938,-0.009623593285347953,0.4621639744396504,-0.061880048642997044,-0.07025956007091355,2.145655803649288,1
386,-1.189256244649854,-1.3037788201249767,1.678840701783803,0.7390692461432766,1.8208579784324557,0.4601762070358768,-1.1688320744169722,0.5345364377644084,0.5356186363772426,-0.2558678885769313,-0.6812833110184537,0.19623152948279032,-0.0683414273226719,-0.3546798620597823,1.0033743994580029,-1.1712618768914558,0.7574008194233758,-1.20989234794617,-0.07602330094665766,0.3608417666266675,0.20683522988790404,0.5783914929603362,0.24040300986211088,-1.0553740179387048,-0.6768955927239703,0.5537132918198509,0.014779788539048794,-0.014110682784075484,1.3005034192990064,1
119,0.37876366301285513,0.47327167967825834,0.3739850039318936,0.2059112419808693,0.614697918498234,0.16035524976458987,0.19392559195412123,0.12464921301892828,-0.15918316741496097,-0.14926550961337207,-0.7615516380008226,-0.3696568783384341,-0.34160246948808326,0.2583409222652759,1.2572212652670405,0.20271483361439108,-0.32427370434652236,-0.1324019827242508,0.5253595447992847,-0.0507883122087719,-0.15523996075716637,-0.452011840260226,0.13743906987381016,-1.0844239121061792,-0.9642862577064724,0.08919188758246208,0.16603935151940533,0.17136276115210025,1.4540309372557354,1
520,-0.9932297361309019,-1.4784292900839007,0.7159206953183913,1.5269114860968263,0.54106649593811,-1.0660899013409513,0.2153177634792917,-0.13572333242929674,-0.13490555111525188,-0.5751872517402239,-0.2408447181267466,-0.12123329212096556,0.52025412854448,-1.0343005348860879,1.562217214532004,0.5750316518974471,0.3070756938354147,0.7539364820622413,0.05435090094127687,1.0650339030169482,0.20954309796878595,-0.1632932554384563,0.7809288207421549,0.009807001086601042,0.2518276362582366,-0.031077092598955386,-0.14285900266809975,0.033466557362295354,277.45287092178125,1
472,-2.949663883723213,-2.9995258409549703,1.1174260290919424,2.1951876571137054,1.3423465399375119,-1.0575527945158545,0.3501341668544656,-0.07173413288920993,-0.2652355519124466,-0.8268794999255175,-0.4173980638035855,-0.49975543640675096,0.5802074074111687,-1.6086030392568738,1.8993233574795392,0.6084275033551233,0.5722408716234881,1.6140468242860708,0.21774088683366175,2.003794987109851,0.635276610791074,0.42863877926130717,1.3034572976362577,-0.2636631006461248,0.2847380022898994,-0.1590515430247832,-0.24619094998814295,0.028596078781335115,505.569121654451,1
530,-1.9618443315405591,-2.1188402910888104,2.277943021747949,0.8744884951633219,2.2341831571131463,0.46329812988488894,-1.7585116858437624,0.6926104207749462,0.820559291857031,-0.28987261896845556,0.1083320749577511,0.9364508176279455,0.3258667396624765,-0.7448816991306519,0.48811349984400776,-1.7062926688910178,1.211867247833657,-1.710923291009001,-0.5528051573679913,0.5295654107543663,0.3334729160599046,0.9903227260688058,0.2151068387432427,-0.765519654274222,-0.23642584289305907,0.7692758908753825,-0.15721441503199782,-0.20246951659935528,1.4260967666735038,1
