Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
477,-1.7079546237738963,-2.065675961949815,2.1828324921215176,0.9954317122358547,2.230767981483418,0.54590178098274,-1.7706689104983275,0.6968059966610789,0.8061786460535556,-0.30238776068248746,-0.2821545603191341,0.6499669181544866,0.17201416887549859,-0.6685023289618388,0.8032304344811698,-1.695365253118355,1.234021946975487,-1.6603496569734468,-0.426554520648615,0.5271047941595975,0.34468626581068185,0.9728617072217484,0.2771221390597885,-0.9286138076967059,-0.3843534403224793,0.7501839924768375,-0.07434444469147339,-0.11445375319725458,1.4280482571233661,1
503,0.860544593,-0.747804385,-0.955150631,-1.124055538,0.186536255,-0.385942163,0.703442955,-0.282689455,0.482599987,-0.935486338,0.655059179,1.618951052,1.38109369,0.509031304,0.724308923,-0.143893963,-0.912888945,0.290345161,1.51673603,0.546757112,-0.236278898,-1.185202653,-0.329843656,-1.027355117,0.613308447,-0.979856894,-0.018398347,0.046620973,268.93,0
305,0.439949564,-0.949842463,-0.112591828,2.572535967,0.149828998,1.54454198,0.213718459,0.278461147,-0.374166691,0.478005585,-0.327963636,0.387190472,-0.172660758,0.092067086,-1.173094203,0.449888675,-0.58039172,0.068516466,-0.300062427,0.594318626,0.136101477,-0.275473458,-0.55479951,-1.278066624,0.554427289,0.133134818,-0.053053239,0.058083682,379.63,0
167,-0.827464823,1.248569678,1.023826113,0.618081105,0.191093732,-0.208733095,0.964715393,-0.139165792,-0.625848231,0.427322433,1.028719649,0.423747719,-0.242314729,0.424507637,0.368675207,-0.012839339,-0.585486705,0.157830764,1.149651403,-0.090658006,-0.35518984,-0.947556835,0.135053864,-0.074104631,-0.732005556,-0.943677906,-0.649288686,-0.368764974,44.2,0
155,0.2527480548987193,-0.5462338452385209,0.8432631818171961,0.6516886451835594,0.7666069017678429,0.11667997026825143,-0.6763697868440463,0.2919739017235019,0.1017637810887626,-0.21452859545620645,1.1215481845516377,1.0183734415140024,0.43570668143632907,-0.35020949270686874,0.6516682976647469,-0.2582489225153414,0.3610715775992318,-0.6925967494656727,-0.28654721383033144,0.13388739098145486,-0.03508754218810889,-0.09914854804964623,0.15910627843529407,-0.49200727827265484,0.05347673857110134,0.3421445521915193,-0.04300036308851682,-0.03992763936594713,2.339940111721261,1
205,1.182398882,0.059488688,0.310672612,0.828817335,0.341209078,1.112592947,-0.292777954,0.287394091,0.268307131,-0.087575427,0.151276897,1.315882683,0.93045189,-0.138173545,-0.521815312,0.095149583,-0.626292732,-0.174092779,0.488467737,-0.061462541,-0.337817781,-0.776840499,-0.05648606,-1.35698587,0.475789717,-0.546518635,0.063034739,0.008046696,12.99,0
565,0.8785030737775088,0.05422155742706325,0.3758262993436654,0.8315247366627183,-0.20636160054238628,-1.0672468935011947,0.11466438720607608,-0.19773646931826833,-0.010707719301368657,-0.3347295047455433,-0.08224559585848268,0.22741087173773544,0.37761555720705275,-0.4338589969504465,1.1619849097561614,0.49127468342611924,0.03992249652231483,-0.13284234602706246,-0.15469810368773051,0.11807624506021419,-0.20322810002584646,-0.709911980688629,0.2377184534331962,0.28697330312768016,0.2262934074123898,0.07325356217230589,-0.0425181877630707,0.03136901209284297,47.81500599130533,1
533,-1.6552696247605445,0.08824962114580902,1.244011616350102,-0.57037622386811,0.9253273829771823,-0.3544107862363964,0.33177955534104786,0.11007935574792356,0.006443446698890035,-0.11866368484471485,0.9032677587283203,0.9541846127111062,0.23332043757229184,-0.12830378153185346,-0.6371053275271381,-0.12460812832326958,-0.4201870857514776,-0.5625413800175397,-0.24898232810443854,-0.009489918160579296,-0.1542688954604807,-0.1433725380982708,-0.2614771581561014,-0.17345126497047314,-0.2603967883557436,0.16896653451821314,-0.32038910279288063,-0.35706359094779966,1.0,1
509,-0.404840789,1.005371767,1.372756249,0.005994279,-0.118848739,-0.788473319,0.566918134,0.114720596,-0.52198708,-0.318949025,1.501466252,0.151464413,-0.986278269,-0.024208169,0.28669712,0.566864533,-0.112456891,0.41295945,0.127054849,0.06524033,-0.207334253,-0.619986971,0.02084763,0.456775451,-0.249289192,0.044936814,0.23403615,0.088355574,8.28,0
46,-1.923213204,-0.870482324,2.320169629,1.988775801,0.417090785,-0.380013723,0.47213927,-0.557333241,-0.64907905,1.410888883,-0.517736958,-0.985201773,-0.400594745,-0.830664636,0.338009486,0.029924176,0.371150311,-1.054318672,1.890363924,-0.369227398,-0.686487767,-0.779267566,1.086055019,0.518863427,-0.363712018,3.065575697,-0.589022175,-0.396109823,35.0,0
